model,dataset,testsize,metric_set,metric,value
"Lasso(alpha=0.025, random_state=42)",dataset_11,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=0.025, random_state=42)",dataset_11,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=0.025, random_state=42)",dataset_11,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,Non-CV,R2_Score,0.9984275606079656
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,Non-CV,MSE_Score,0.0015669529097737452
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,Non-CV,MAE_Score,0.031024104808776407
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,Non-CV,RMSE_Score,0.03958475602771533
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,Non-CV,RMSLE_Score,-3.2293111836285773
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,10 Fold-CV,Mean_Score,0.9984348727218503
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,10 Fold-CV,Min_Score,0.9984048690017809
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,10 Fold-CV,Max_Score,0.9984537677414591
"Lasso(alpha=0.025, random_state=42)",dataset_12,0.3,10 Fold-CV,cv_scores,[0.99845113 0.99840487 0.99845377 0.99842618 0.99843842]
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,Non-CV,R2_Score,0.9999999999892256
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,Non-CV,MSE_Score,1.0736840112821443e-11
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,Non-CV,MAE_Score,2.5951156439177225e-06
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,Non-CV,RMSE_Score,3.2767117836058517e-06
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,Non-CV,RMSLE_Score,-12.628670143410671
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,10 Fold-CV,Mean_Score,0.9999999999866986
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,10 Fold-CV,Min_Score,0.9999999999807923
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,10 Fold-CV,Max_Score,0.999999999990658
"Lasso(alpha=0, random_state=42)",dataset_1,0.3,10 Fold-CV,cv_scores,[1. 1. 1. 1. 1.]
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,Non-CV,R2_Score,0.9999999999827923
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,Non-CV,MSE_Score,1.7147685631463015e-11
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,Non-CV,MAE_Score,3.362499845295335e-06
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,Non-CV,RMSE_Score,4.14097641039683e-06
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,Non-CV,RMSLE_Score,-12.39457895001286
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,10 Fold-CV,Mean_Score,0.9999999999808162
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,10 Fold-CV,Min_Score,0.9999999999797914
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,10 Fold-CV,Max_Score,0.999999999982271
"Lasso(alpha=0, random_state=42)",dataset_2,0.3,10 Fold-CV,cv_scores,[1. 1. 1. 1. 1.]
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,Non-CV,R2_Score,0.9999999999576661
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,Non-CV,MSE_Score,8.015229880737273e-12
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,Non-CV,MAE_Score,2.217220318045266e-06
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,Non-CV,RMSE_Score,2.8311181326001347e-06
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,Non-CV,RMSLE_Score,-12.774838824481819
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,10 Fold-CV,Mean_Score,0.9999049120286634
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,10 Fold-CV,Min_Score,0.9995245603450839
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,10 Fold-CV,Max_Score,0.9999999999577871
"Lasso(alpha=0, random_state=42)",dataset_3,0.3,10 Fold-CV,cv_scores,[1.         0.99952456 1.         1.         1.        ]
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,Non-CV,R2_Score,0.2327392287836354
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,Non-CV,MSE_Score,0.7645836806830677
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,Non-CV,MAE_Score,0.6703362548165969
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,Non-CV,RMSE_Score,0.8744047579256804
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,Non-CV,RMSLE_Score,-0.13421190077404468
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,10 Fold-CV,Mean_Score,0.23075867007598427
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,10 Fold-CV,Min_Score,0.22038934377808272
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,10 Fold-CV,Max_Score,0.23635681950950682
"Lasso(alpha=0, random_state=42)",dataset_4,0.3,10 Fold-CV,cv_scores,[0.23635682 0.23408765 0.22038934 0.22963204 0.2333275 ]
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,Non-CV,R2_Score,0.9999999999644096
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,Non-CV,MSE_Score,6.738459257998895e-12
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,Non-CV,MAE_Score,2.0555575746485506e-06
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,Non-CV,RMSE_Score,2.5958542443671397e-06
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,Non-CV,RMSLE_Score,-12.86159490693631
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,10 Fold-CV,Mean_Score,0.9999049117522686
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,10 Fold-CV,Min_Score,0.9995245589351225
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,10 Fold-CV,Max_Score,0.9999999999633497
"Lasso(alpha=0, random_state=42)",dataset_5,0.3,10 Fold-CV,cv_scores,[1.         0.99952456 1.         1.         1.        ]
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,Non-CV,R2_Score,0.012227756488591424
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,Non-CV,MSE_Score,0.9843257546234576
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,Non-CV,MAE_Score,0.7671555353156053
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,Non-CV,RMSE_Score,0.9921319240017719
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,Non-CV,RMSLE_Score,-0.007899192634359824
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,10 Fold-CV,Mean_Score,0.013607982641417226
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,10 Fold-CV,Min_Score,0.010437654047106726
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,10 Fold-CV,Max_Score,0.017404857452901545
"Lasso(alpha=0, random_state=42)",dataset_6,0.3,10 Fold-CV,cv_scores,[0.01043765 0.01740486 0.01554448 0.01106793 0.013585  ]
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,Non-CV,R2_Score,0.052158533051478106
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,Non-CV,MSE_Score,0.9445343026656257
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,Non-CV,MAE_Score,0.7530242098095139
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,Non-CV,RMSE_Score,0.9718715463813238
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,Non-CV,RMSLE_Score,-0.028531637183477065
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,10 Fold-CV,Mean_Score,0.05766129199993266
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,10 Fold-CV,Min_Score,0.053686967363993254
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,10 Fold-CV,Max_Score,0.06050784648182772
"Lasso(alpha=0, random_state=42)",dataset_7,0.3,10 Fold-CV,cv_scores,[0.06002247 0.06050785 0.05711108 0.05697809 0.05368697]
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,Non-CV,R2_Score,0.23010810567255058
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,Non-CV,MSE_Score,0.7672056234019875
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,Non-CV,MAE_Score,0.6712917934459004
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,Non-CV,RMSE_Score,0.875902747684917
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,Non-CV,RMSLE_Score,-0.13250021283329316
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,10 Fold-CV,Mean_Score,0.22805213148910325
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,10 Fold-CV,Min_Score,0.21732639722874014
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,10 Fold-CV,Max_Score,0.23364579527542062
"Lasso(alpha=0, random_state=42)",dataset_8,0.3,10 Fold-CV,cv_scores,[0.2336458  0.23081611 0.2173264  0.22820714 0.23026522]
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,Non-CV,R2_Score,0.9999999999773156
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,Non-CV,MSE_Score,4.294927511193137e-12
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,Non-CV,MAE_Score,1.6361251834285498e-06
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,Non-CV,RMSE_Score,2.0724206887582304e-06
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,Non-CV,RMSLE_Score,-13.086793219060901
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,10 Fold-CV,Mean_Score,0.9999049116388292
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,10 Fold-CV,Min_Score,0.99952455831053
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,10 Fold-CV,Max_Score,0.9999999999746175
"Lasso(alpha=0, random_state=42)",dataset_9,0.3,10 Fold-CV,cv_scores,[1.         0.99952456 1.         1.         1.        ]
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,Non-CV,R2_Score,0.005605408869310491
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,Non-CV,MSE_Score,0.990924995855986
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,Non-CV,MAE_Score,0.7692750496497089
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,Non-CV,RMSE_Score,0.9954521564876868
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,Non-CV,RMSLE_Score,-0.0045582164141235336
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,10 Fold-CV,Mean_Score,0.006220634575797623
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,10 Fold-CV,Min_Score,0.004306335222496127
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,10 Fold-CV,Max_Score,0.008380166002412204
"Lasso(alpha=0, random_state=42)",dataset_10,0.3,10 Fold-CV,cv_scores,[0.00430634 0.00838017 0.00709372 0.00496298 0.00635998]
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,Non-CV,R2_Score,0.04873113461117906
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,Non-CV,MSE_Score,0.9479497423869826
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,Non-CV,MAE_Score,0.7541443631503115
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,Non-CV,RMSE_Score,0.9736271064360229
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,Non-CV,RMSLE_Score,-0.0267268962460745
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,10 Fold-CV,Mean_Score,0.054267773328750525
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,10 Fold-CV,Min_Score,0.05060124714635561
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,10 Fold-CV,Max_Score,0.056687274793015496
"Lasso(alpha=0, random_state=42)",dataset_11,0.3,10 Fold-CV,cv_scores,[0.05668727 0.05588387 0.05294747 0.055219   0.05060125]
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,Non-CV,R2_Score,0.9999999999976725
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,Non-CV,MSE_Score,2.319361580574747e-12
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,Non-CV,MAE_Score,1.066074210073602e-06
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,Non-CV,RMSE_Score,1.522945035309793e-06
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,Non-CV,RMSLE_Score,-13.394864574453129
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,10 Fold-CV,Mean_Score,0.9999999999979583
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,10 Fold-CV,Min_Score,0.9999999999963256
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,10 Fold-CV,Max_Score,0.9999999999990707
"Lasso(alpha=0, random_state=42)",dataset_12,0.3,10 Fold-CV,cv_scores,[1. 1. 1. 1. 1.]
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_1,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_2,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,Non-CV,R2_Score,-1.710438083968313e-05
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,Non-CV,MSE_Score,0.18933695174327944
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,Non-CV,MAE_Score,0.3795539115453168
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,Non-CV,RMSE_Score,0.43512866113746107
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,Non-CV,RMSLE_Score,-0.8321135188957882
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,10 Fold-CV,Mean_Score,-5.343298662272566e-05
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,10 Fold-CV,Min_Score,-9.502089317470208e-05
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,10 Fold-CV,Max_Score,-2.040836034389315e-06
"Lasso(alpha=1, random_state=42)",dataset_3,0.3,10 Fold-CV,cv_scores,"[-2.99092997e-05 -4.75389957e-05 -9.50208932e-05 -2.04083603e-06
 -9.26549085e-05]"
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_4,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,Non-CV,R2_Score,-1.710438083968313e-05
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,Non-CV,MSE_Score,0.18933695174327944
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,Non-CV,MAE_Score,0.3795539115453168
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,Non-CV,RMSE_Score,0.43512866113746107
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,Non-CV,RMSLE_Score,-0.8321135188957882
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,10 Fold-CV,Mean_Score,-5.343298662272566e-05
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,10 Fold-CV,Min_Score,-9.502089317470208e-05
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,10 Fold-CV,Max_Score,-2.040836034389315e-06
"Lasso(alpha=1, random_state=42)",dataset_5,0.3,10 Fold-CV,cv_scores,"[-2.99092997e-05 -4.75389957e-05 -9.50208932e-05 -2.04083603e-06
 -9.26549085e-05]"
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_6,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_7,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_8,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,Non-CV,R2_Score,-1.710438083968313e-05
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,Non-CV,MSE_Score,0.18933695174327944
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,Non-CV,MAE_Score,0.3795539115453168
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,Non-CV,RMSE_Score,0.43512866113746107
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,Non-CV,RMSLE_Score,-0.8321135188957882
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,10 Fold-CV,Mean_Score,-5.343298662272566e-05
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,10 Fold-CV,Min_Score,-9.502089317470208e-05
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,10 Fold-CV,Max_Score,-2.040836034389315e-06
"Lasso(alpha=1, random_state=42)",dataset_9,0.3,10 Fold-CV,cv_scores,"[-2.99092997e-05 -4.75389957e-05 -9.50208932e-05 -2.04083603e-06
 -9.26549085e-05]"
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_10,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_11,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=1, random_state=42)",dataset_12,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,Non-CV,R2_Score,0.9999999614829344
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,Non-CV,MSE_Score,3.8382673693782524e-08
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,Non-CV,MAE_Score,0.0001501448748772972
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,Non-CV,RMSE_Score,0.0001959149654666088
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,Non-CV,RMSLE_Score,-8.53782984253391
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,10 Fold-CV,Mean_Score,0.9999999700829274
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,10 Fold-CV,Min_Score,0.9999999698674643
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,10 Fold-CV,Max_Score,0.9999999705081845
"Ridge(alpha=8.0, random_state=42)",dataset_1,0.3,10 Fold-CV,cv_scores,[0.99999997 0.99999997 0.99999997 0.99999997 0.99999997]
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,Non-CV,R2_Score,0.9999999671228466
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,Non-CV,MSE_Score,3.276243996364812e-08
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,Non-CV,MAE_Score,0.00014047347269184198
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,Non-CV,RMSE_Score,0.00018100397775642425
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,Non-CV,RMSLE_Score,-8.6169915503851
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,10 Fold-CV,Mean_Score,0.9999999749115347
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,10 Fold-CV,Min_Score,0.999999974564965
"Ridge(alpha=8.0, random_state=42)",dataset_2,0.3,10 Fold-CV,Max_Score,0.9999999751770918
