model,dataset,testsize,metric_set,metric,value
ElasticNet(random_state=42),dataset_4,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
ElasticNet(random_state=42),dataset_4,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
ElasticNet(random_state=42),dataset_4,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
ElasticNet(random_state=42),dataset_5,0.3,Non-CV,R2_Score,-1.710438083968313e-05
ElasticNet(random_state=42),dataset_5,0.3,Non-CV,MSE_Score,0.18933695174327944
ElasticNet(random_state=42),dataset_5,0.3,Non-CV,MAE_Score,0.3795539115453168
ElasticNet(random_state=42),dataset_5,0.3,Non-CV,RMSE_Score,0.43512866113746107
ElasticNet(random_state=42),dataset_5,0.3,Non-CV,RMSLE_Score,-0.8321135188957882
ElasticNet(random_state=42),dataset_5,0.3,10 Fold-CV,Mean_Score,-5.343298662272566e-05
ElasticNet(random_state=42),dataset_5,0.3,10 Fold-CV,Min_Score,-9.502089317470208e-05
ElasticNet(random_state=42),dataset_5,0.3,10 Fold-CV,Max_Score,-2.040836034389315e-06
ElasticNet(random_state=42),dataset_5,0.3,10 Fold-CV,cv_scores,"[-2.99092997e-05 -4.75389957e-05 -9.50208932e-05 -2.04083603e-06
 -9.26549085e-05]"
ElasticNet(random_state=42),dataset_6,0.3,Non-CV,R2_Score,-8.700269213957057e-06
ElasticNet(random_state=42),dataset_6,0.3,Non-CV,MSE_Score,0.9965195165064874
ElasticNet(random_state=42),dataset_6,0.3,Non-CV,MAE_Score,0.7726575810768445
ElasticNet(random_state=42),dataset_6,0.3,Non-CV,RMSE_Score,0.9982582413917189
ElasticNet(random_state=42),dataset_6,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
ElasticNet(random_state=42),dataset_6,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
ElasticNet(random_state=42),dataset_6,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
ElasticNet(random_state=42),dataset_6,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
ElasticNet(random_state=42),dataset_6,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
ElasticNet(random_state=42),dataset_7,0.3,Non-CV,R2_Score,-8.700269213957057e-06
ElasticNet(random_state=42),dataset_7,0.3,Non-CV,MSE_Score,0.9965195165064874
ElasticNet(random_state=42),dataset_7,0.3,Non-CV,MAE_Score,0.7726575810768445
ElasticNet(random_state=42),dataset_7,0.3,Non-CV,RMSE_Score,0.9982582413917189
ElasticNet(random_state=42),dataset_7,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
ElasticNet(random_state=42),dataset_7,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
ElasticNet(random_state=42),dataset_7,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
ElasticNet(random_state=42),dataset_7,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
ElasticNet(random_state=42),dataset_7,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
ElasticNet(random_state=42),dataset_8,0.3,Non-CV,R2_Score,-8.700269213957057e-06
ElasticNet(random_state=42),dataset_8,0.3,Non-CV,MSE_Score,0.9965195165064874
ElasticNet(random_state=42),dataset_8,0.3,Non-CV,MAE_Score,0.7726575810768445
ElasticNet(random_state=42),dataset_8,0.3,Non-CV,RMSE_Score,0.9982582413917189
ElasticNet(random_state=42),dataset_8,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
ElasticNet(random_state=42),dataset_8,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
ElasticNet(random_state=42),dataset_8,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
ElasticNet(random_state=42),dataset_8,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
ElasticNet(random_state=42),dataset_8,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
ElasticNet(random_state=42),dataset_9,0.3,Non-CV,R2_Score,-1.710438083968313e-05
ElasticNet(random_state=42),dataset_9,0.3,Non-CV,MSE_Score,0.18933695174327944
ElasticNet(random_state=42),dataset_9,0.3,Non-CV,MAE_Score,0.3795539115453168
ElasticNet(random_state=42),dataset_9,0.3,Non-CV,RMSE_Score,0.43512866113746107
ElasticNet(random_state=42),dataset_9,0.3,Non-CV,RMSLE_Score,-0.8321135188957882
ElasticNet(random_state=42),dataset_9,0.3,10 Fold-CV,Mean_Score,-5.343298662272566e-05
ElasticNet(random_state=42),dataset_9,0.3,10 Fold-CV,Min_Score,-9.502089317470208e-05
ElasticNet(random_state=42),dataset_9,0.3,10 Fold-CV,Max_Score,-2.040836034389315e-06
ElasticNet(random_state=42),dataset_9,0.3,10 Fold-CV,cv_scores,"[-2.99092997e-05 -4.75389957e-05 -9.50208932e-05 -2.04083603e-06
 -9.26549085e-05]"
ElasticNet(random_state=42),dataset_10,0.3,Non-CV,R2_Score,-8.700269213957057e-06
ElasticNet(random_state=42),dataset_10,0.3,Non-CV,MSE_Score,0.9965195165064874
ElasticNet(random_state=42),dataset_10,0.3,Non-CV,MAE_Score,0.7726575810768445
ElasticNet(random_state=42),dataset_10,0.3,Non-CV,RMSE_Score,0.9982582413917189
ElasticNet(random_state=42),dataset_10,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
ElasticNet(random_state=42),dataset_10,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
ElasticNet(random_state=42),dataset_10,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
ElasticNet(random_state=42),dataset_10,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
ElasticNet(random_state=42),dataset_10,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
ElasticNet(random_state=42),dataset_11,0.3,Non-CV,R2_Score,-8.700269213957057e-06
ElasticNet(random_state=42),dataset_11,0.3,Non-CV,MSE_Score,0.9965195165064874
ElasticNet(random_state=42),dataset_11,0.3,Non-CV,MAE_Score,0.7726575810768445
ElasticNet(random_state=42),dataset_11,0.3,Non-CV,RMSE_Score,0.9982582413917189
ElasticNet(random_state=42),dataset_11,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
ElasticNet(random_state=42),dataset_11,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
ElasticNet(random_state=42),dataset_11,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
ElasticNet(random_state=42),dataset_11,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
ElasticNet(random_state=42),dataset_11,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
ElasticNet(random_state=42),dataset_12,0.3,Non-CV,R2_Score,0.4593124028115064
ElasticNet(random_state=42),dataset_12,0.3,Non-CV,MSE_Score,0.5388010552170989
ElasticNet(random_state=42),dataset_12,0.3,Non-CV,MAE_Score,0.5689858912588119
ElasticNet(random_state=42),dataset_12,0.3,Non-CV,RMSE_Score,0.7340306909231377
ElasticNet(random_state=42),dataset_12,0.3,Non-CV,RMSLE_Score,-0.30920443799498937
ElasticNet(random_state=42),dataset_12,0.3,10 Fold-CV,Mean_Score,0.45869312595718315
ElasticNet(random_state=42),dataset_12,0.3,10 Fold-CV,Min_Score,0.4576289619302517
ElasticNet(random_state=42),dataset_12,0.3,10 Fold-CV,Max_Score,0.46050725987670615
ElasticNet(random_state=42),dataset_12,0.3,10 Fold-CV,cv_scores,[0.46050726 0.45816483 0.45871849 0.45844609 0.45762896]
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,Non-CV,R2_Score,0.9937107721702595
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,Non-CV,MSE_Score,0.006267283749036319
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,Non-CV,MAE_Score,0.06204549909158391
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,Non-CV,RMSE_Score,0.07916617806258124
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,Non-CV,RMSLE_Score,-2.5362061160356757
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,10 Fold-CV,Mean_Score,0.9937400910011502
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,10 Fold-CV,Min_Score,0.9936203190992139
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,10 Fold-CV,Max_Score,0.9938157113280737
"Lasso(alpha=0.05, random_state=42)",dataset_1,0.3,10 Fold-CV,cv_scores,[0.99380413 0.99362032 0.99381571 0.99370551 0.99375478]
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,Non-CV,R2_Score,0.9937103796842748
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,Non-CV,MSE_Score,0.006267674865577147
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,Non-CV,MAE_Score,0.06204750696225622
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,Non-CV,RMSE_Score,0.07916864824902056
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,Non-CV,RMSLE_Score,-2.536174913974865
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,10 Fold-CV,Mean_Score,0.9937400158605658
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,10 Fold-CV,Min_Score,0.9936199975898462
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,10 Fold-CV,Max_Score,0.9938156678941054
"Lasso(alpha=0.05, random_state=42)",dataset_2,0.3,10 Fold-CV,cv_scores,[0.99380461 0.99362    0.99381567 0.99370535 0.99375446]
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,Non-CV,R2_Score,0.8918537933144903
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,Non-CV,MSE_Score,0.020475722891870763
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,Non-CV,MAE_Score,0.11300063346439264
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,Non-CV,RMSE_Score,0.14309340617886893
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,Non-CV,RMSLE_Score,-1.9442576718959872
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,10 Fold-CV,Mean_Score,0.8921275167850304
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,10 Fold-CV,Min_Score,0.8869060507277229
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,10 Fold-CV,Max_Score,0.8952475351799806
"Lasso(alpha=0.05, random_state=42)",dataset_3,0.3,10 Fold-CV,cv_scores,[0.89521452 0.88690605 0.89524754 0.89307188 0.89019759]
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,Non-CV,R2_Score,0.15421919210655555
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,Non-CV,MSE_Score,0.8428297489067246
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,Non-CV,MAE_Score,0.7044771898179223
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,Non-CV,RMSE_Score,0.9180575956369647
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,Non-CV,RMSLE_Score,-0.08549514998446234
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,10 Fold-CV,Mean_Score,0.1493613557524421
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,10 Fold-CV,Min_Score,0.1431180426699039
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,10 Fold-CV,Max_Score,0.15217083674057508
"Lasso(alpha=0.05, random_state=42)",dataset_4,0.3,10 Fold-CV,cv_scores,[0.15187634 0.15217084 0.14311804 0.14783467 0.15180689]
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,Non-CV,R2_Score,0.8918537933144903
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,Non-CV,MSE_Score,0.020475722891870763
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,Non-CV,MAE_Score,0.11300063346439264
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,Non-CV,RMSE_Score,0.14309340617886893
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,Non-CV,RMSLE_Score,-1.9442576718959872
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,10 Fold-CV,Mean_Score,0.8921275167850304
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,10 Fold-CV,Min_Score,0.8869060507277229
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,10 Fold-CV,Max_Score,0.8952475351799806
"Lasso(alpha=0.05, random_state=42)",dataset_5,0.3,10 Fold-CV,cv_scores,[0.89521452 0.88690605 0.89524754 0.89307188 0.89019759]
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,Non-CV,R2_Score,0.004902093238729699
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,Non-CV,MSE_Score,0.9916258575104389
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,Non-CV,MAE_Score,0.7708632829661395
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,Non-CV,RMSE_Score,0.9958041260762274
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,Non-CV,RMSLE_Score,-0.0042047013038003945
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,10 Fold-CV,Mean_Score,0.004907168548189711
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,10 Fold-CV,Min_Score,0.004631352002873679
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,10 Fold-CV,Max_Score,0.005441208226932948
"Lasso(alpha=0.05, random_state=42)",dataset_6,0.3,10 Fold-CV,cv_scores,[0.00465619 0.00544121 0.00513296 0.00463135 0.00467413]
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,Non-CV,R2_Score,0.004902093238729699
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,Non-CV,MSE_Score,0.9916258575104389
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,Non-CV,MAE_Score,0.7708632829661395
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,Non-CV,RMSE_Score,0.9958041260762274
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,Non-CV,RMSLE_Score,-0.0042047013038003945
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,10 Fold-CV,Mean_Score,0.004907168548189711
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,10 Fold-CV,Min_Score,0.004631352002873679
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,10 Fold-CV,Max_Score,0.005441208226932948
"Lasso(alpha=0.05, random_state=42)",dataset_7,0.3,10 Fold-CV,cv_scores,[0.00465619 0.00544121 0.00513296 0.00463135 0.00467413]
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,Non-CV,R2_Score,0.14882472385349332
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,Non-CV,MSE_Score,0.8482053950325071
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,Non-CV,MAE_Score,0.7063573065625458
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,Non-CV,RMSE_Score,0.920980670281688
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,Non-CV,RMSLE_Score,-0.08231623069768639
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,10 Fold-CV,Mean_Score,0.1438415563814975
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,10 Fold-CV,Min_Score,0.13735008925745873
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,10 Fold-CV,Max_Score,0.14673843464257985
"Lasso(alpha=0.05, random_state=42)",dataset_8,0.3,10 Fold-CV,cv_scores,[0.14673843 0.14625916 0.13735009 0.14258328 0.14627682]
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,Non-CV,R2_Score,0.8918537933144903
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,Non-CV,MSE_Score,0.020475722891870763
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,Non-CV,MAE_Score,0.11300063346439264
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,Non-CV,RMSE_Score,0.14309340617886893
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,Non-CV,RMSLE_Score,-1.9442576718959872
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,10 Fold-CV,Mean_Score,0.8921275167850304
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,10 Fold-CV,Min_Score,0.8869060507277229
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,10 Fold-CV,Max_Score,0.8952475351799806
"Lasso(alpha=0.05, random_state=42)",dataset_9,0.3,10 Fold-CV,cv_scores,[0.89521452 0.88690605 0.89524754 0.89307188 0.89019759]
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=0.05, random_state=42)",dataset_10,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,Non-CV,R2_Score,-8.700269213957057e-06
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,Non-CV,MSE_Score,0.9965195165064874
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,Non-CV,MAE_Score,0.7726575810768445
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,Non-CV,RMSE_Score,0.9982582413917189
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,Non-CV,RMSLE_Score,-0.00174327723344766
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,10 Fold-CV,Mean_Score,-8.85108198235951e-05
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,10 Fold-CV,Min_Score,-0.00018690530760956392
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,10 Fold-CV,Max_Score,-8.354219011463826e-06
"Lasso(alpha=0.05, random_state=42)",dataset_11,0.3,10 Fold-CV,cv_scores,"[-8.35421901e-06 -2.18520968e-05 -1.75565895e-04 -4.98765809e-05
 -1.86905308e-04]"
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,Non-CV,R2_Score,0.9937107721702595
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,Non-CV,MSE_Score,0.006267283749036319
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,Non-CV,MAE_Score,0.06204549909158391
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,Non-CV,RMSE_Score,0.07916617806258124
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,Non-CV,RMSLE_Score,-2.5362061160356757
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,10 Fold-CV,Mean_Score,0.9937400910011502
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,10 Fold-CV,Min_Score,0.9936203190992139
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,10 Fold-CV,Max_Score,0.9938157113280737
"Lasso(alpha=0.05, random_state=42)",dataset_12,0.3,10 Fold-CV,cv_scores,[0.99380413 0.99362032 0.99381571 0.99370551 0.99375478]
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,Non-CV,R2_Score,0.9858486624278965
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,Non-CV,MSE_Score,0.01410196138441224
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,Non-CV,MAE_Score,0.09307020872400447
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,Non-CV,RMSE_Score,0.11875167950143796
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,Non-CV,RMSLE_Score,-2.130720692997396
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,10 Fold-CV,Mean_Score,0.9859153026337566
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,10 Fold-CV,Min_Score,0.9856449838072217
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,10 Fold-CV,Max_Score,0.9860852298963408
"Lasso(alpha=0.075, random_state=42)",dataset_1,0.3,10 Fold-CV,cv_scores,[0.98606088 0.98564498 0.98608523 0.98583707 0.98594835]
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,Non-CV,R2_Score,0.9858492009677767
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,Non-CV,MSE_Score,0.014101424723580204
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,Non-CV,MAE_Score,0.09306837211173315
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,Non-CV,RMSE_Score,0.11874941988734178
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,Non-CV,RMSLE_Score,-2.130739721238546
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,10 Fold-CV,Mean_Score,0.985915518227071
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,10 Fold-CV,Min_Score,0.9856456837607607
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,10 Fold-CV,Max_Score,0.9860853254351193
"Lasso(alpha=0.075, random_state=42)",dataset_2,0.3,10 Fold-CV,cv_scores,[0.98606099 0.98564568 0.98608533 0.98583738 0.98594822]
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,Non-CV,R2_Score,0.8039480409605597
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,Non-CV,MSE_Score,0.03711924540611599
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,Non-CV,MAE_Score,0.16238855199927524
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,Non-CV,RMSE_Score,0.19266355495037454
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,Non-CV,RMSLE_Score,-1.646809849884897
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,10 Fold-CV,Mean_Score,0.8038625262418162
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,10 Fold-CV,Min_Score,0.7999692688455684
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,10 Fold-CV,Max_Score,0.8067922599489233
"Lasso(alpha=0.075, random_state=42)",dataset_3,0.3,10 Fold-CV,cv_scores,[0.80610051 0.79996927 0.80679226 0.80456549 0.80188511]
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,Non-CV,R2_Score,0.1327940616996821
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,Non-CV,MSE_Score,0.8641801237468615
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,Non-CV,MAE_Score,0.7145962257994081
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,Non-CV,RMSE_Score,0.9296128891892912
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,Non-CV,RMSLE_Score,-0.07298702767371602
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,10 Fold-CV,Mean_Score,0.12933995185776995
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,10 Fold-CV,Min_Score,0.1245209649774014
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,10 Fold-CV,Max_Score,0.1317463967368464
"Lasso(alpha=0.075, random_state=42)",dataset_4,0.3,10 Fold-CV,cv_scores,[0.1317464  0.13098385 0.12452096 0.12861652 0.13083203]
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,Non-CV,R2_Score,0.8039480409605597
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,Non-CV,MSE_Score,0.03711924540611599
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,Non-CV,MAE_Score,0.16238855199927524
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,Non-CV,RMSE_Score,0.19266355495037454
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,Non-CV,RMSLE_Score,-1.646809849884897
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,10 Fold-CV,Mean_Score,0.8038625262418162
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,10 Fold-CV,Min_Score,0.7999692688455684
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,10 Fold-CV,Max_Score,0.8067922599489233
"Lasso(alpha=0.075, random_state=42)",dataset_5,0.3,10 Fold-CV,cv_scores,[0.80610051 0.79996927 0.80679226 0.80456549 0.80188511]
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,Non-CV,R2_Score,0.0020441836627717036
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,Non-CV,MSE_Score,0.9944737954014653
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,Non-CV,MAE_Score,0.7718765504106616
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,Non-CV,RMSE_Score,0.9972330697492263
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,Non-CV,RMSLE_Score,-0.0027707652780822743
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,10 Fold-CV,Mean_Score,0.001783013485399798
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,10 Fold-CV,Min_Score,0.0016116321959405155
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,10 Fold-CV,Max_Score,0.001975566145678731
"Lasso(alpha=0.075, random_state=42)",dataset_6,0.3,10 Fold-CV,cv_scores,[0.00197557 0.00169447 0.00161163 0.00192249 0.00171091]
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,Non-CV,R2_Score,0.0020441836627717036
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,Non-CV,MSE_Score,0.9944737954014653
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,Non-CV,MAE_Score,0.7718765504106616
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,Non-CV,RMSE_Score,0.9972330697492263
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,Non-CV,RMSLE_Score,-0.0027707652780822743
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,10 Fold-CV,Mean_Score,0.001783013485399798
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,10 Fold-CV,Min_Score,0.0016116321959405155
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,10 Fold-CV,Max_Score,0.001975566145678731
"Lasso(alpha=0.075, random_state=42)",dataset_7,0.3,10 Fold-CV,cv_scores,[0.00197557 0.00169447 0.00161163 0.00192249 0.00171091]
"Lasso(alpha=0.075, random_state=42)",dataset_8,0.3,Non-CV,R2_Score,0.13033769967688702
"Lasso(alpha=0.075, random_state=42)",dataset_8,0.3,Non-CV,MSE_Score,0.866627915145738
"Lasso(alpha=0.075, random_state=42)",dataset_8,0.3,Non-CV,MAE_Score,0.7155409684321483
"Lasso(alpha=0.075, random_state=42)",dataset_8,0.3,Non-CV,RMSE_Score,0.9309285231132076
